numerai_ticker,ticker_cleaned,name,market_country,trends_us
QQ.L,QQ,qinetiq group,gb,
RTN.L,RTN,restaurant group,gb,
SOLG.L,SOLG,solgold,gb,
PETS.L,PETS,pets at home group,gb,
CARD.L,CARD,card factory,gb,
LSEG.L,LSEG,london stock exchange group,gb,
ULVR.L,ULVR,unilever,gb,
PTEC.L,PTEC,playtech,gb,
BME.L,BME,bm european value retail,gb,
SSPG.L,SSPG,ssp group,gb,
SVS.L,SVS,savills,gb,
CMCX.L,CMCX,cmc markets,gb,
CINE.L,CINE,cineworld group,gb,
CCC.L,CCC,computacenter,gb,
INDV.L,INDV,indivior,gb,
VOD.L,VOD,vodafone group,gb,
INVP.L,INVP,investec group,gb,
SLA.L,SLA,standard life aberdeen,gb,
PNN.L,PNN,pennon group,gb,
JLG.L,JLG,john laing group,gb,
WIZZ.L,WIZZ,wizz air holdings,gb,
PZC.L,PZC,pz cussons,gb,
EXPN.L,EXPN,experian,gb,
AUTO.L,AUTO,auto trader group,gb,
SNN.L,SNN,sanne group,gb,
SVT.L,SVT,severn trent,gb,
ADAP,ADAP,adaptimmune therapeutics,us,True
MAB.L,MAB,mitchells butlers,gb,
ASHM.L,ASHM,ashmore group,gb,
DNLM.L,DNLM,dunelm group,gb,
HSX.L,HSX,hiscox,gb,
HOC.L,HOC,hochschild mining,gb,
SIG.L,SIG,signature aviation,gb,
MARS.L,MARS,marston's,gb,
WTB.L,WTB,whitbread,gb,
RNK.L,RNK,rank group,gb,
OTB.L,OTB,on beach group,gb,
MRO.L,MRO,melrose industries,gb,
EQN.L,EQN,equiniti group,gb,
IBST.L,IBST,ibstock,gb,
GYM.L,GYM,gym group,gb,
SCT.L,SCT,softcat,gb,
VEC.L,VEC,vectura group,gb,
NCC.L,NCC,ncc group,gb,
MNDI.L,MNDI,mondi,gb,
CSP.L,CSP,countryside properties,gb,
FRAS.L,FRAS,frasers group,gb,
ASCL.L,ASCL,ascential,gb,
BEZ.L,BEZ,beazley,gb,
DOM.L,DOM,domino's pizza group,gb,
FORT.L,FORT,forterra,gb,
DRX.L,DRX,drax group,gb,
SGC.L,SGC,stagecoach group,gb,
HL.L,HL,hargreaves lansdown,gb,
SRE.L,SRE,sirius real estate,gb,
IHG.L,IHG,intercontinental hotels group,gb,
SMIN.L,SMIN,smiths group,gb,
AAL.L,AAL,anglo american,gb,
III.L,III,3i group,gb,
PFG.L,PFG,provident financial,gb,
CPI.L,CPI,capita,gb,
MONY.L,MONY,moneysupermarketcom group,gb,
GYS.L,GYS,gamesys group,gb,
RB.L,RB,reckitt benckiser group,gb,
TYMN.L,TYMN,tyman,gb,
RMV.L,RMV,rightmove,gb,
REL.L,REL,relx,gb,
PAG.L,PAG,paragon banking group,gb,
CTEC.L,CTEC,convatec group,gb,
TIFS.L,TIFS,ti fluid systems,gb,
BIFF.L,BIFF,biffa,gb,
SMWH.L,SMWH,wh smith,gb,
IWG.L,IWG,iwg,gb,
FRES.L,FRES,fresnillo,gb,
UU.L,UU,united utilities group,gb,
DLAR.L,DLAR,de la rue,gb,
BOY.L,BOY,bodycote,gb,
GLO.L,GLO,contourglobal,gb,
SBRE.L,SBRE,sabre insurance group,gb,
GRG.L,GRG,greggs,gb,
IHP.L,IHP,integrafin holdings,gb,
AVV.L,AVV,aveva group,gb,
ENOG.L,ENOG,energean,gb,
VVO.L,VVO,vivo energy,gb,
QLT.L,QLT,quilter,gb,
AUTL,AUTL,autolus therapeutics,us,True
AVST.L,AVST,avast,gb,
DAVA,DAVA,endava,us,True
PHNX.L,PHNX,phoenix group holdings,gb,
SFOR.L,SFOR,s4 capital,gb,
ORTX,ORTX,orchard therapeutics,us,True
INF.L,INF,informa,gb,
FERG.L,FERG,ferguson,gb,
WOSG.L,WOSG,watches switzerland group,gb,
AJB.L,AJB,aj bell,gb,
AAF.L,AAF,airtel africa,gb,
TRN.L,TRN,trainline,gb,
REDD.L,REDD,redde northgate,gb,
MNG.L,MNG,mg,gb,
HTWS.L,HTWS,helios towers,gb,
N91.L,N91,ninety one group,gb,
SAGA.L,SAGA,saga,gb,
OSB.L,OSB,osb group,gb,
TCAP.L,TCAP,tp icap group,gb,
CNE.L,CNE,cairn energy,gb,
DC.L,DC,dixons carphone,gb,
ENQ.L,ENQ,enquest,gb,
INCH.L,INCH,inchcape,gb,
VIST,VIST,vista oil gas de,us,True
AIR,AIR,aar,us,True
AAL,AAL,american airlines group,us,True
PNW,PNW,pinnacle west capital,us,True
PRG,PRG,prog holdings,us,True
ABT,ABT,abbott laboratories,us,True
AMD,AMD,advanced micro devices,us,True
APD,APD,air products chemicals,us,True
ALK,ALK,alaska air group,us,True
MATX,MATX,matson,us,True
HON,HON,honeywell international,us,True
SWKS,SWKS,skyworks solutions,us,True
HES,HES,hess,us,True
ABM,ABM,abm industries,us,True
PRI,PRI,primerica,us,True
ECOL,ECOL,us ecology,us,True
AEP,AEP,american electric power,us,True
AXP,AXP,american express,us,True
AFL,AFL,aflac,us,True
AIG,AIG,american international group,us,True
AMSWA,AMSWA,american software,us,True
AME,AME,ametek,us,True
AMGN,AMGN,amgen,us,True
ADI,ADI,analog devices,us,True
ANDE,ANDE,andersons,us,True
NBR,NBR,nabors industries,us,True
APA,APA,apa,us,True
APOG,APOG,apogee enterprises,us,True
AAPL,AAPL,apple,us,True
AMAT,AMAT,applied materials,us,True
EPAC,EPAC,enerpac tool group,us,True
ADM,ADM,archerdanielsmidland,us,True
ARCB,ARCB,arcbest,us,True
ARW,ARW,arrow electronics,us,True
ASH,ASH,ashland global holdings,us,True
ATRO,ATRO,astronics,us,True
ADSK,ADSK,autodesk,us,True
ADP,ADP,automatic data processing,us,True
AVY,AVY,avery dennison,us,True
AVT,AVT,avnet,us,True
AZZ,AZZ,azz,us,True
BMI,BMI,badger meter,us,True
BCPC,BCPC,balchem,us,True
BLL,BLL,ball,us,True
BPOP,BPOP,popular,us,True
BOH,BOH,bank hawaii,us,True
BK,BK,bank new york mellon,us,True
B,B,barnes group,us,True
BAX,BAX,baxter international,us,True
AIT,AIT,applied industrial technologies,us,True
BDX,BDX,becton dickinson,us,True
VZ,VZ,verizon communications,us,True
BRK-B,BRK,berkshire hathaway,us,True
BBY,BBY,best buy,us,True
BIO,BIO,biorad laboratories,us,True
BKH,BKH,black hills,us,True
HRB,HRB,hr block,us,True
BA,BA,boeing,us,True
RHI,RHI,robert half international,us,True
BRC,BRC,brady,us,True
BMY,BMY,bristolmyers squibb,us,True
BF-B,BF,brownforman,us,True
BF-A,BF,brownforman,us,True
CAL,CAL,caleres,us,True
BC,BC,brunswick,us,True
MTZ,MTZ,mastec,us,True
UIS,UIS,unisys,us,True
RAMP,RAMP,liveramp holdings,us,True
CI,CI,cigna,us,True
CSX,CSX,csx,us,True
CTS,CTS,cts,us,True
CBT,CBT,cabot,us,True
CACI,CACI,caci international,us,True
CAMP,CAMP,calamp,us,True
CWT,CWT,california water service group,us,True
CPB,CPB,campbell soup,us,True
STZ,STZ,constellation brands,us,True
CAH,CAH,cardinal health,us,True
CSL,CSL,carlisle companies,us,True
CRS,CRS,carpenter technology,us,True
CASY,CASY,casey's general stores,us,True
CAT,CAT,caterpillar,us,True
CVCO,CVCO,cavco industries,us,False
LUMN,LUMN,lumen technologies,us,True
MGLN,MGLN,magellan health,us,True
CMD,CMD,cantel medical,us,True
CHE,CHE,chemed,us,True
JPM,JPM,jpmorgan chase,us,True
CPK,CPK,chesapeake utilities,us,True
CVX,CVX,chevron,us,True
EAT,EAT,brinker international,us,
CHD,CHD,church dwight,us,
CHDN,CHDN,churchill downs,us,
CTAS,CTAS,cintas,us,
IHRT,IHRT,iheartmedia,us,
CLF,CLF,clevelandcliffs,us,
CLX,CLX,clorox,us,
KO,KO,cocacola,us,True
CDE,CDE,coeur mining,us,
COHR,COHR,coherent,us,
COHU,COHU,cohu,us,
CL,CL,colgatepalmolive,us,
AON,AON,aon,us,
CMCSA,CMCSA,comcast,us,True
CMA,CMA,comerica,us,
CBSH,CBSH,commerce bancshares,us,
C,C,citigroup,us,True
CMC,CMC,commercial metals,us,
CAR,CAR,avis budget group,us,
DXC,DXC,dxc technology,us,
CMTL,CMTL,comtech telecommunications,us,
CAG,CAG,conagra brands,us,
SSTK,SSTK,shutterstock,us,
ED,ED,consolidated edison,us,
CMS,CMS,cms energy,us,
CLR,CLR,continental resources,us,
CTB,CTB,cooper tire rubber,us,
COO,COO,cooper companies,us,
TAP,TAP,molson coors beverage,us,
GLW,GLW,corning,us,
CBRL,CBRL,cracker barrel old country store,us,
CR,CR,crane,us,
OMF,OMF,onemain holdings,us,
CCK,CCK,crown holdings,us,
CUB,CUB,cubic,us,
CFR,CFR,cullenfrost bankers,us,
CMI,CMI,cummins,us,
CW,CW,curtisswright,us,
WEN,WEN,wendy's,us,
DAN,DAN,dana,us,
DHR,DHR,danaher,us,True
TGT,TGT,target,us,
DE,DE,deere,us,
DAL,DAL,delta air lines,us,
DLX,DLX,deluxe,us,
DTE,DTE,dte energy,us,
ATGE,ATGE,adtalem global education,us,
DBD,DBD,diebold nixdorf,us,
DDS,DDS,dillard's,us,
DIOD,DIOD,diodes,us,
DIS,DIS,walt disney,us,True
DG,DG,dollar general,us,
D,D,dominion energy,us,
DCI,DCI,donaldson,us,
DOV,DOV,dover,us,
DD,DD,dupont de nemours,us,
OMC,OMC,omnicom group,us,
DCO,DCO,ducommun,us,
DUK,DUK,duke energy,us,
DNB,DNB,dun bradstreet holdings,us,
FLS,FLS,flowserve,us,
DY,DY,dycom industries,us,
PKI,PKI,perkinelmer,us,
ETN,ETN,eaton,us,
ECL,ECL,ecolab,us,
EMR,EMR,emerson electric,us,
ATO,ATO,atmos energy,us,
EFX,EFX,equifax,us,
EQT,EQT,eqt,us,
EXPD,EXPD,expeditors international washington,us,
BOOM,BOOM,dmc global,us,
IIIN,IIIN,insteel industries,us,
XOM,XOM,exxon mobil,us,True
FMC,FMC,fmc,us,
NEE,NEE,nextera energy,us,True
FARM,FARM,farmer bros,us,
FDX,FDX,fedex,us,
FSS,FSS,federal signal,us,
M,M,macy's,us,
FOE,FOE,ferro,us,
FITB,FITB,fifth third bancorp,us,
RF,RF,regions financial,us,
TRMK,TRMK,trustmark,us,
MTB,MTB,mt bank,us,
USB,USB,us bancorp,us,
FHN,FHN,first horizon,us,
FLO,FLO,flowers foods,us,
FLR,FLR,fluor,us,
F,F,ford motor,us,
FELE,FELE,franklin electric,us,
BEN,BEN,franklin resources,us,
FUL,FUL,hb fuller,us,
GATX,GATX,gatx,us,
AJG,AJG,arthur j gallagher,us,
TGNA,TGNA,tegna,us,
GPS,GPS,gap,us,
AJRD,AJRD,aerojet rocketdyne holdings,us,
GD,GD,general dynamics,us,
GE,GE,general electric,us,
GIS,GIS,general mills,us,
ALLY,ALLY,ally financial,us,
GM,GM,general motors,us,
SPXC,SPXC,spx,us,
GCO,GCO,genesco,us,
GNTX,GNTX,gentex,us,
GPC,GPC,genuine parts,us,
GT,GT,goodyear tire rubber,us,
GRA,GRA,w r grace,us,
GGG,GGG,graco,us,
GWW,GWW,ww grainger,us,
GTN,GTN,gray television,us,
GEF,GEF,greif,us,
MGI,MGI,moneygram international,us,
HAL,HAL,halliburton,us,
LHX,LHX,l3harris technologies,us,
HSC,HSC,harsco,us,
HAS,HAS,hasbro,us,
HVT,HVT,haverty furniture companies,us,
HE,HE,hawaiian electric industries,us,
HCSG,HCSG,healthcare services group,us,
STRL,STRL,sterling construction,us,
HL,HL,hecla mining,us,
HEI,HEI,heico,us,
KHC,KHC,kraft heinz,us,
HELE,HELE,helen troy,us,
HP,HP,helmerich payne,us,
HSY,HSY,hershey,us,
HPQ,HPQ,hp,us,
HXL,HXL,hexcel,us,
HRC,HRC,hillrom holdings,us,
HLT,HLT,hilton worldwide holdings,us,
HFC,HFC,hollyfrontier,us,
HD,HD,home depot,us,True
HNI,HNI,hni,us,
HRL,HRL,hormel foods,us,
CNP,CNP,centerpoint energy,us,
HUBB,HUBB,hubbell,us,
JBHT,JBHT,jb hunt transport services,us,
HBAN,HBAN,huntington bancshares,us,
ITT,ITT,itt,us,
IDA,IDA,idacorp,us,
ITW,ITW,illinois tool works,us,
TT,TT,trane technologies,us,
RYI,RYI,ryerson holding,us,
GFF,GFF,griffon,us,
INTC,INTC,intel,us,True
INS,INS,intelligent systems,us,
TILE,TILE,interface,us,
IBM,IBM,international business machines,us,True
IFF,IFF,international flavors fragrances,us,
NAV,NAV,navistar international,us,
IDCC,IDCC,interdigital,us,
IP,IP,international paper,us,
IPG,IPG,interpublic group companies,us,
J,J,jacobs engineering group,us,
EME,EME,emcor group,us,
JNJ,JNJ,johnson johnson,us,True
JCI,JCI,johnson controls international,us,
KLAC,KLAC,kla,us,
KMI,KMI,kinder morgan,us,
KAMN,KAMN,kaman,us,
KSU,KSU,kansas city southern,us,
EVRG,EVRG,evergy,us,
K,K,kellogg,us,
KELYA,KELYA,kelly services,us,
KMT,KMT,kennametal,us,
KBAL,KBAL,kimball international,us,
KMB,KMB,kimberlyclark,us,
KEX,KEX,kirby,us,
KR,KR,kroger,us,
LZB,LZB,lazboy,us,
SR,SR,spire,us,
LRCX,LRCX,lam research,us,
LANC,LANC,lancaster colony,us,
LEG,LEG,leggett platt,us,
LEN,LEN,lennar,us,
LEN-B,LEN,lennar,us,
LLY,LLY,eli lilly,us,True
LB,LB,l brands,us,
LECO,LECO,lincoln electric holdings,us,
LNC,LNC,lincoln national,us,
LMT,LMT,lockheed martin,us,
RRC,RRC,range resources,us,
LPX,LPX,louisianapacific,us,
LOW,LOW,lowe's companies,us,True
LDL,LDL,lydall,us,
MDC,MDC,mdc holdings,us,
MDU,MDU,mdu resources group,us,
MTW,MTW,manitowoc,us,
MRO,MRO,marathon oil,us,
MCS,MCS,marcus,us,
MMC,MMC,marsh mclennan companies,us,
MAS,MAS,masco,us,
MAT,MAT,mattel,us,
MKC,MKC,mccormick,us,
MCD,MCD,mcdonald's,us,True
MGRC,MGRC,mcgrath rentcorp,us,
SPGI,SPGI,sp global,us,
MCK,MCK,mckesson,us,
MDT,MDT,medtronic,us,True
CVS,CVS,cvs health,us,
MRK,MRK,merck,us,True
MDP,MDP,meredith,us,
MLAB,MLAB,mesa laboratories,us,
MEI,MEI,methode electronics,us,
MU,MU,micron technology,us,
ETR,ETR,entergy,us,
MSEX,MSEX,middlesex water,us,
MLHR,MLHR,herman miller,us,
MSA,MSA,msa safety,us,
MMM,MMM,3m,us,
ALE,ALE,allete,us,
MOD,MOD,modine manufacturing,us,
QDEL,QDEL,quidel,us,
MOG-A,MOG,moog,us,
MSI,MSI,motorola solutions,us,
MUR,MUR,murphy oil,us,
MYE,MYE,myers industries,us,
VTRS,VTRS,viatris,us,
BAC,BAC,bank america,us,True
NCR,NCR,ncr,us,
NSSC,NSSC,napco security technologies,us,
NFG,NFG,national fuel gas,us,
THC,THC,tenet healthcare,us,
NJR,NJR,new jersey resources,us,
NYT,NYT,new york times,us,
NWL,NWL,newell brands,us,
NEM,NEM,newmont,us,
NR,NR,newpark resources,us,
NKE,NKE,nike,us,True
NDSN,NDSN,nordson,us,
JWN,JWN,nordstrom,us,
NSC,NSC,norfolk southern,us,
ES,ES,eversource energy,us,
NI,NI,nisource,us,
XEL,XEL,xcel energy,us,
NTRS,NTRS,northern trust,us,
NOC,NOC,northrop grumman,us,
TEX,TEX,terex,us,
NWN,NWN,northwest natural holding,us,
NWE,NWE,northwestern,us,
WFC,WFC,wells fargo,us,True
NUE,NUE,nucor,us,
OXY,OXY,occidental petroleum,us,
OII,OII,oceaneering international,us,
ITI,ITI,iteris,us,
FE,FE,firstenergy,us,
OGE,OGE,oge energy,us,
OLN,OLN,olin,us,
OKE,OKE,oneok,us,
OTTR,OTTR,otter tail,us,
OMI,OMI,owens minor,us,
OC,OC,owens corning,us,
OI,OI,oi glass,us,
OXM,OXM,oxford industries,us,
PNC,PNC,pnc financial services group,us,
PPG,PPG,ppg industries,us,
PCAR,PCAR,paccar,us,
PCG,PCG,pge,us,
SRE,SRE,sempra energy,us,
PAR,PAR,par technology,us,
PKOH,PKOH,parkohio holdings,us,
PH,PH,parkerhannifin,us,
PATK,PATK,patrick industries,us,
PAYX,PAYX,paychex,us,
PVAC,PVAC,penn virginia,us,
PPL,PPL,ppl,us,
PNR,PNR,pentair,us,
PEP,PEP,pepsico,us,True
TPC,TPC,tutor perini,us,
PDCE,PDCE,pdc energy,us,
PFE,PFE,pfizer,us,True
EXC,EXC,exelon,us,
WTRG,WTRG,essential utilities,us,
MO,MO,altria group,us,
COP,COP,conocophillips,us,
PVH,PVH,pvh,us,
AGYS,AGYS,agilysys,us,
PIPR,PIPR,piper sandler companies,us,
PBI,PBI,pitney bowes,us,
PLT,PLT,plantronics,us,
POWL,POWL,powell industries,us,
PG,PG,procter gamble,us,True
PNM,PNM,pnm resources,us,
PEG,PEG,public service enterprise group,us,
PHM,PHM,pultegroup,us,
AGX,AGX,argan,us,
KWR,KWR,quaker chemical,us,
NXGN,NXGN,nextgen healthcare,us,
QMCO,QMCO,quantum,us,
RJF,RJF,raymond james financial,us,
RES,RES,rpc,us,
RPM,RPM,rpm international,us,
RAVN,RAVN,raven industries,us,
RBC,RBC,regal beloit,us,
RGS,RGS,regis,us,
AN,AN,autonation,us,
RAD,RAD,rite aid,us,
ROK,ROK,rockwell automation,us,
ROG,ROG,rogers,us,
ROL,ROL,rollins,us,
ROST,ROST,ross stores,us,
RGLD,RGLD,royal gold,us,
R,R,ryder system,us,
SEIC,SEIC,sei investments,us,
SJW,SJW,sjw group,us,
SLB,SLB,schlumberger,us,
APPS,APPS,digital turbine,us,
SEE,SEE,sealed air,us,
IIN,IIN,intricon,us,
SMTC,SMTC,semtech,us,
SCI,SCI,service international,us,
SHEN,SHEN,shenandoah telecommunications,us,
SHW,SHW,sherwinwilliams,us,
AOS,AOS,a o smith,us,
SJM,SJM,j m smucker,us,
SNA,SNA,snapon,us,
KEY,KEY,keycorp,us,
SON,SON,sonoco products,us,
SJI,SJI,south jersey industries,us,
EIX,EIX,edison international,us,
AWR,AWR,american states water,us,
SO,SO,southern,us,
LUV,LUV,southwest airlines,us,
SWX,SWX,southwest gas holdings,us,
T,T,att,us,True
SWN,SWN,southwestern energy,us,
SHYF,SHYF,shyft group,us,
STAA,STAA,staar surgical,us,
SMP,SMP,standard motor products,us,
SXI,SXI,standex international,us,
SWK,SWK,stanley black decker,us,
STT,STT,state street,us,
SCL,SCL,stepan,us,
SYK,SYK,stryker,us,
NAVI,NAVI,navient,us,
RGR,RGR,sturm ruger,us,
SYY,SYY,sysco,us,
ATI,ATI,allegheny technologies,us,
TFX,TFX,teleflex,us,
TDS,TDS,telephone data systems,us,
TNC,TNC,tennant,us,
TEN,TEN,tenneco,us,
TER,TER,teradyne,us,
TXN,TXN,texas instruments,us,True
TXT,TXT,textron,us,
TMO,TMO,thermo fisher scientific,us,True
THO,THO,thor industries,us,
TDW,TDW,tidewater,us,
SIX,SIX,six flags entertainment,us,
TKR,TKR,timken,us,
GL,GL,globe life,us,
TTC,TTC,toro,us,
TRNS,TRNS,transcat,us,
TRN,TRN,trinity industries,us,
TYL,TYL,tyler technologies,us,
TSN,TSN,tyson foods,us,
UAL,UAL,united airlines holdings,us,
UGI,UGI,ugi,us,
UFI,UFI,unifi,us,
UNF,UNF,unifirst,us,
AEE,AEE,ameren,us,
UNP,UNP,union pacific,us,True
UNH,UNH,unitedhealth group,us,True
UMBF,UMBF,umb financial,us,
UPS,UPS,united parcel service,us,True
RTX,RTX,raytheon technologies,us,True
SGMS,SGMS,scientific games,us,
UTL,UTL,unitil,us,
SXT,SXT,sensient technologies,us,
UHS,UHS,universal health services,us,
VFC,VFC,vf,us,
VSEC,VSEC,vse,us,
VMI,VMI,valmont industries,us,
VECO,VECO,veeco instruments,us,
VSH,VSH,vishay intertechnology,us,
VMC,VMC,vulcan materials,us,
WDFC,WDFC,wd40,us,
WMT,WMT,walmart,us,True
WBA,WBA,walgreens boots alliance,us,
AVA,AVA,avista,us,
WSO,WSO,watsco,us,
WST,WST,west pharmaceutical services,us,
WDC,WDC,western digital,us,
WHR,WHR,whirlpool,us,
WMB,WMB,williams companies,us,
WSM,WSM,williamssonoma,us,
WGO,WGO,winnebago industries,us,
WEC,WEC,wec energy group,us,
LNT,LNT,alliant energy,us,
WWW,WWW,wolverine world wide,us,
WWD,WWD,woodward,us,
FL,FL,foot locker,us,
WOR,WOR,worthington industries,us,
XRX,XRX,xerox holdings,us,
YORW,YORW,york water,us,
SPB,SPB,spectrum brands holdings,us,
TJX,TJX,tjx companies,us,
ZION,ZION,zions bancorporation national association,us,
OSK,OSK,oshkosh,us,
QLYS,QLYS,qualys,us,
SF,SF,stifel financial,us,
OVV,OVV,ovintiv,us,
LCII,LCII,lci industries,us,
JKHY,JKHY,jack henry associates,us,
ASB,ASB,associated banccorp,us,
NMIH,NMIH,nmi holdings,us,
TFC,TFC,truist financial,us,
VLY,VLY,valley national bancorp,us,
FMBI,FMBI,first midwest bancorp,us,
BIG,BIG,big lots,us,
MS,MS,morgan stanley,us,True
TROW,TROW,t rowe price group,us,
MSFT,MSFT,microsoft,us,True
ORCL,ORCL,oracle,us,True
COTY,COTY,coty,us,
RGEN,RGEN,repligen,us,
XOMA,XOMA,xoma,us,
ASTE,ASTE,astec industries,us,
WERN,WERN,werner enterprises,us,
AMWD,AMWD,american woodmark,us,
HOG,HOG,harleydavidson,us,
SKYW,SKYW,skywest,us,
TOL,TOL,toll brothers,us,
POR,POR,portland general electric,us,
IT,IT,gartner,us,
WTS,WTS,watts water technologies,us,
NVR,NVR,nvr,us,
INT,INT,world fuel services,us,
CLFD,CLFD,clearfield,us,
ATUS,ATUS,altice usa,us,
ADBE,ADBE,adobe,us,True
EHC,EHC,encompass health,us,
CNO,CNO,cno financial group,us,
MRTN,MRTN,marten transport,us,
FISV,FISV,fiserv,us,
KBH,KBH,kb home,us,
ABEO,ABEO,abeona therapeutics,us,
UNM,UNM,unum group,us,
PPC,PPC,pilgrim's pride,us,
CLGX,CLGX,corelogic,us,
JJSF,JJSF,j j snack foods,us,
HTLD,HTLD,heartland express,us,
CERN,CERN,cerner,us,
ICAD,ICAD,icad,us,
MKL,MKL,markel,us,
OSUR,OSUR,orasure technologies,us,
PLXS,PLXS,plexus,us,
SNV,SNV,synovus financial,us,
RDNT,RDNT,radnet,us,
JACK,JACK,jack in box,us,
PLAB,PLAB,photronics,us,
KRMD,KRMD,repro med systems,us,
SAFM,SAFM,sanderson farms,us,
PGR,PGR,progressive,us,
RLI,RLI,rli,us,
CDNS,CDNS,cadence design systems,us,
BRY,BRY,berry,us,
CCL,CCL,carnival,us,
MBI,MBI,mbia,us,
MIDD,MIDD,middleby,us,
CRMT,CRMT,america's carmart,us,
ABMD,ABMD,abiomed,us,
CNMD,CNMD,conmed,us,
XRAY,XRAY,dentsply sirona,us,
VIACA,VIACA,viacomcbs,us,
VIAC,VIAC,viacomcbs,us,
ZTS,ZTS,zoetis,us,
HRTX,HRTX,heron therapeutics,us,
FICO,FICO,fair isaac,us,
COOP,COOP,mr cooper group,us,
VGR,VGR,vector group,us,
SCHW,SCHW,charles schwab,us,True
CLH,CLH,clean harbors,us,
AIN,AIN,albany international,us,
CYBE,CYBE,cyberoptics,us,
MITK,MITK,mitek systems,us,
FULT,FULT,fulton financial,us,
BXS,BXS,bancorpsouth bank,us,
FAST,FAST,fastenal,us,
WABC,WABC,westamerica bancorporation,us,
MXIM,MXIM,maxim integrated products,us,
HLF,HLF,herbalife nutrition,us,
FRC,FRC,first republic bank,us,
APH,APH,amphenol,us,
IPAR,IPAR,inter parfums,us,
PII,PII,polaris,us,
ICPT,ICPT,intercept pharmaceuticals,us,
PXD,PXD,pioneer natural resources,us,
USM,USM,united states cellular,us,
MAN,MAN,manpowergroup,us,
MGM,MGM,mgm resorts international,us,
WM,WM,waste management,us,
DELL,DELL,dell technologies,us,
SSP,SSP,ew scripps,us,
IIVI,IIVI,iivi,us,
FCX,FCX,freeportmcmoran,us,
CDMO,CDMO,avid bioservices,us,
ODP,ODP,odp,us,
MTH,MTH,meritage homes,us,
ARCH,ARCH,arch resources,us,
WRB,WRB,w r berkley,us,
CINF,CINF,cincinnati financial,us,
ORI,ORI,old republic international,us,
MGPI,MGPI,mgp ingredients,us,
DDD,DDD,3d systems,us,
DVN,DVN,devon energy,us,
LNN,LNN,lindsay,us,
LH,LH,laboratory america holdings,us,
WDAY,WDAY,workday,us,
VLO,VLO,valero energy,us,
TRS,TRS,trimas,us,
IEX,IEX,idex,us,
TCF,TCF,tcf financial,us,
ARGO,ARGO,argo group international holdings,us,
TECH,TECH,biotechne,us,
BRO,BRO,brown brown,us,
AMBA,AMBA,ambarella,us,
SIG,SIG,signet jewelers,us,
PRTK,PRTK,paratek pharmaceuticals,us,
NLOK,NLOK,nortonlifelock,us,
SPWH,SPWH,sportsman's warehouse holdings,us,
ABBV,ABBV,abbvie,us,True
APAM,APAM,artisan partners asset management,us,
CGNX,CGNX,cognex,us,
PBCT,PBCT,people's united financial,us,
ENTA,ENTA,enanta pharmaceuticals,us,
VOYA,VOYA,voya financial,us,
CRUS,CRUS,cirrus logic,us,
NEOG,NEOG,neogen,us,
LEA,LEA,lear,us,
EOG,EOG,eog resources,us,
BCC,BCC,boise cascade,us,
ZIXI,ZIXI,zix,us,
SFBS,SFBS,servisfirst bancshares,us,
LSCC,LSCC,lattice semiconductor,us,
TMHC,TMHC,taylor morrison home,us,
BMTC,BMTC,bryn mawr bank,us,
CPF,CPF,central pacific financial,us,
DGII,DGII,digi international,us,
EA,EA,electronic arts,us,
HMHC,HMHC,houghton mifflin harcourt,us,
PRTA,PRTA,prothena,us,
FBNC,FBNC,first bancorp,us,
CHCO,CHCO,city holding,us,
CBU,CBU,community bank system,us,
FBP,FBP,first bancorp,us,
GBCI,GBCI,glacier bancorp,us,
FRME,FRME,first merchants,us,
TVTX,TVTX,travere therapeutics,us,
INDB,INDB,independent bank,us,
IBCP,IBCP,independent bank,us,
LSXMA,LSXMA,liberty siriusxm group,us,
LSXMK,LSXMK,liberty siriusxm group,us,
XONE,XONE,exone,us,
ONB,ONB,old national bancorp,us,
IMGN,IMGN,immunogen,us,
PEBO,PEBO,peoples bancorp,us,
SIGI,SIGI,selective insurance group,us,
SIVB,SIVB,svb financial group,us,
WSFS,WSFS,wsfs financial,us,
WAFD,WAFD,washington federal,us,
WBS,WBS,webster financial,us,
WSBC,WSBC,wesbanco,us,
SBCF,SBCF,seacoast banking florida,us,
FFBC,FFBC,first financial bancorp,us,
BLFS,BLFS,biolife solutions,us,
TALO,TALO,talos energy,us,
TMP,TMP,tompkins financial,us,
UBSI,UBSI,united bankshares,us,
UFCS,UFCS,united fire group,us,
NVEE,NVEE,nv5 global,us,
PFSI,PFSI,pennymac financial services,us,
IBTX,IBTX,independent bank group,us,
MODN,MODN,model n,us,
RBNC,RBNC,reliant bancorp,us,
TSC,TSC,tristate capital holdings,us,
CNOB,CNOB,connectone bancorp,us,
EPZM,EPZM,epizyme,us,
ECOM,ECOM,channeladvisor,us,
TMUS,TMUS,tmobile us,us,True
NCBS,NCBS,nicolet bankshares,us,
IQV,IQV,iqvia holdings,us,
SFM,SFM,sprouts farmers market,us,
FI,FI,frank's international,us,
BLUE,BLUE,bluebird bio,us,
CCS,CCS,century communities,us,
NSTG,NSTG,nanostring technologies,us,
COMM,COMM,commscope holding,us,
NWSA,NWSA,news,us,
NWS,NWS,news,us,
NDLS,NDLS,noodles,us,
FNB,FNB,fnb,us,
AGIO,AGIO,agios pharmaceuticals,us,
ANIP,ANIP,ani pharmaceuticals,us,
FCF,FCF,first commonwealth financial,us,
THFF,THFF,first financial,us,
